   -2.72475e-03    4.01058e-02   -6.79391e-02
   -2.72481e-03    4.00731e-02   -6.79960e-02
   -2.72160e-03    4.00184e-02   -6.80087e-02
   -2.76489e-03    3.99554e-02   -6.91994e-02
   -2.82589e-03    3.98961e-02   -7.08313e-02
   -2.88834e-03    3.98442e-02   -7.24908e-02
   -2.92998e-03    3.98018e-02   -7.36141e-02
   -2.95237e-03    3.97690e-02   -7.42379e-02
   -2.95740e-03    3.97451e-02   -7.44092e-02
   -2.95434e-03    3.97290e-02   -7.43623e-02
   -2.94693e-03    3.97196e-02   -7.41934e-02
   -2.93998e-03    3.97156e-02   -7.40257e-02
   -2.93386e-03    3.97162e-02   -7.38706e-02
   -2.92989e-03    3.97204e-02   -7.37628e-02
   -2.92711e-03    3.97277e-02   -7.36793e-02
   -2.92577e-03    3.97375e-02   -7.36274e-02
   -2.92493e-03    3.97495e-02   -7.35842e-02
   -2.92474e-03    3.97633e-02   -7.35538e-02
   -2.92458e-03    3.97787e-02   -7.35211e-02
   -2.92464e-03    3.97956e-02   -7.34917e-02
   -2.92457e-03    3.98137e-02   -7.34564e-02
   -2.92460e-03    3.98331e-02   -7.34212e-02
   -2.92448e-03    3.98536e-02   -7.33806e-02
   -2.92446e-03    3.98752e-02   -7.33405e-02
   -2.92438e-03    3.98977e-02   -7.32970e-02
   -2.92444e-03    3.99212e-02   -7.32553e-02
   -2.92452e-03    3.99457e-02   -7.32125e-02
   -2.92479e-03    3.99710e-02   -7.31726e-02
   -2.92513e-03    3.99972e-02   -7.31334e-02
   -2.92568e-03    4.00266e-02   -7.30935e-02
   -2.92634e-03    4.00564e-02   -7.30555e-02
   -2.92720e-03    4.00865e-02   -7.30220e-02
   -2.92816e-03    4.01168e-02   -7.29909e-02
   -2.92928e-03    4.01471e-02   -7.29636e-02
   -2.93048e-03    4.01777e-02   -7.29380e-02
   -2.93179e-03    4.02083e-02   -7.29151e-02
   -2.93313e-03    4.02389e-02   -7.28929e-02
   -2.93453e-03    4.02697e-02   -7.28720e-02
   -2.93592e-03    4.03004e-02   -7.28508e-02
   -2.93731e-03    4.03312e-02   -7.28296e-02
   -2.93864e-03    4.03620e-02   -7.28071e-02
   -2.93994e-03    4.03929e-02   -7.27835e-02
   -2.94114e-03    4.04237e-02   -7.27577e-02
   -2.94226e-03    4.04546e-02   -7.27300e-02
   -2.94327e-03    4.04855e-02   -7.26994e-02
   -2.94418e-03    4.05164e-02   -7.26665e-02
   -2.94496e-03    4.05473e-02   -7.26303e-02
   -2.94563e-03    4.05782e-02   -7.25914e-02
   -2.94617e-03    4.06092e-02   -7.25492e-02
   -2.94660e-03    4.06403e-02   -7.25043e-02
   -2.94690e-03    4.06714e-02   -7.24562e-02
   -2.94710e-03    4.07026e-02   -7.24056e-02
   -2.94718e-03    4.07339e-02   -7.23520e-02
   -2.94718e-03    4.07653e-02   -7.22962e-02
   -2.94708e-03    4.07968e-02   -7.22378e-02
   -2.94690e-03    4.08285e-02   -7.21776e-02
   -2.94666e-03    4.08604e-02   -7.21153e-02
   -2.94636e-03    4.08924e-02   -7.20514e-02
   -2.94600e-03    4.09247e-02   -7.19859e-02
   -2.94561e-03    4.09571e-02   -7.19192e-02
   -2.94517e-03    4.09899e-02   -7.18512e-02
   -2.94472e-03    4.10229e-02   -7.17824e-02
   -2.94425e-03    4.10562e-02   -7.17126e-02
   -2.94377e-03    4.10899e-02   -7.16422e-02
   -2.94328e-03    4.11239e-02   -7.15710e-02
   -2.94279e-03    4.11583e-02   -7.14994e-02
   -2.94231e-03    4.11932e-02   -7.14271e-02
   -2.94184e-03    4.12285e-02   -7.13545e-02
   -2.94137e-03    4.12643e-02   -7.12814e-02
   -2.94093e-03    4.13006e-02   -7.12079e-02
   -2.94050e-03    4.13375e-02   -7.11339e-02
   -2.94009e-03    4.13750e-02   -7.10595e-02
   -2.93969e-03    4.14132e-02   -7.09845e-02
   -2.93932e-03    4.14520e-02   -7.09090e-02
   -2.93897e-03    4.14917e-02   -7.08328e-02
   -2.93864e-03    4.15321e-02   -7.07559e-02
   -2.93833e-03    4.15734e-02   -7.06782e-02
   -2.93804e-03    4.16155e-02   -7.05996e-02
   -2.93777e-03    4.16587e-02   -7.05200e-02
   -2.93752e-03    4.17062e-02   -7.04337e-02
   -2.93729e-03    4.17542e-02   -7.03473e-02
   -2.93708e-03    4.18017e-02   -7.02624e-02
   -2.93689e-03    4.18487e-02   -7.01787e-02
   -2.93671e-03    4.18954e-02   -7.00963e-02
   -2.93655e-03    4.19417e-02   -7.00150e-02
   -2.93640e-03    4.19877e-02   -6.99349e-02
   -2.93627e-03    4.20333e-02   -6.98558e-02
   -2.93615e-03    4.20787e-02   -6.97777e-02
   -2.93604e-03    4.21237e-02   -6.97005e-02
   -2.93595e-03    4.21686e-02   -6.96241e-02
   -2.93587e-03    4.22133e-02   -6.95484e-02
   -2.93580e-03    4.22578e-02   -6.94735e-02
   -2.93573e-03    4.23022e-02   -6.93991e-02
   -2.93568e-03    4.23465e-02   -6.93253e-02
   -2.93564e-03    4.23907e-02   -6.92520e-02
   -2.93561e-03    4.24349e-02   -6.91790e-02
   -2.93558e-03    4.24792e-02   -6.91064e-02
   -2.93557e-03    4.25235e-02   -6.90340e-02
   -2.93556e-03    4.25679e-02   -6.89617e-02
   -2.93556e-03    4.26125e-02   -6.88895e-02
   -2.93556e-03    4.26573e-02   -6.88173e-02
   -2.93557e-03    4.27024e-02   -6.87450e-02
   -2.93559e-03    4.27477e-02   -6.86725e-02
   -2.93562e-03    4.27935e-02   -6.85997e-02
   -2.93565e-03    4.28396e-02   -6.85266e-02
   -2.93569e-03    4.28862e-02   -6.84529e-02
   -2.93573e-03    4.29333e-02   -6.83787e-02
   -2.93577e-03    4.29811e-02   -6.83038e-02
   -2.93582e-03    4.30295e-02   -6.82281e-02
   -2.93587e-03    4.30787e-02   -6.81514e-02
   -2.93593e-03    4.31287e-02   -6.80737e-02
   -2.93599e-03    4.31796e-02   -6.79948e-02
   -2.93605e-03    4.32315e-02   -6.79145e-02
   -2.93611e-03    4.32845e-02   -6.78328e-02
   -2.93616e-03    4.33386e-02   -6.77494e-02
   -2.93622e-03    4.33940e-02   -6.76642e-02
   -2.93628e-03    4.34509e-02   -6.75771e-02
   -2.93634e-03    4.35121e-02   -6.74832e-02
   -2.93639e-03    4.35757e-02   -6.73860e-02
   -2.93644e-03    4.36384e-02   -6.72904e-02
   -2.93649e-03    4.37003e-02   -6.71961e-02
   -2.93653e-03    4.37614e-02   -6.71032e-02
   -2.93657e-03    4.38219e-02   -6.70114e-02
   -2.93660e-03    4.38818e-02   -6.69207e-02
   -2.93662e-03    4.39410e-02   -6.68310e-02
   -2.93664e-03    4.39998e-02   -6.67421e-02
   -2.93665e-03    4.40581e-02   -6.66540e-02
   -2.93665e-03    4.41161e-02   -6.65665e-02
   -2.93664e-03    4.41737e-02   -6.64794e-02
   -2.93663e-03    4.42311e-02   -6.63928e-02
   -2.93660e-03    4.42884e-02   -6.63064e-02
   -2.93656e-03    4.43455e-02   -6.62201e-02
   -2.93651e-03    4.44026e-02   -6.61338e-02
   -2.93646e-03    4.44598e-02   -6.60474e-02
   -2.93638e-03    4.45172e-02   -6.59607e-02
   -2.93630e-03    4.45748e-02   -6.58737e-02
   -2.93621e-03    4.46327e-02   -6.57861e-02
   -2.93610e-03    4.46910e-02   -6.56979e-02
   -2.93599e-03    4.47498e-02   -6.56088e-02
   -2.93586e-03    4.48093e-02   -6.55189e-02
   -2.93571e-03    4.48695e-02   -6.54278e-02
   -2.93556e-03    4.49305e-02   -6.53356e-02
   -2.93539e-03    4.49925e-02   -6.52419e-02
   -2.93522e-03    4.50556e-02   -6.51466e-02
   -2.93503e-03    4.51199e-02   -6.50496e-02
   -2.93483e-03    4.51855e-02   -6.49506e-02
   -2.93462e-03    4.52527e-02   -6.48495e-02
   -2.93439e-03    4.53216e-02   -6.47461e-02
   -2.93416e-03    4.53923e-02   -6.46401e-02
   -2.93392e-03    4.54661e-02   -6.45299e-02
   -2.93367e-03    4.55465e-02   -6.44105e-02
   -2.93341e-03    4.56255e-02   -6.42933e-02
   -2.93315e-03    4.57034e-02   -6.41779e-02
   -2.93288e-03    4.57801e-02   -6.40645e-02
   -2.93260e-03    4.58557e-02   -6.39526e-02
   -2.93231e-03    4.59305e-02   -6.38424e-02
   -2.93202e-03    4.60044e-02   -6.37334e-02
   -2.93173e-03    4.60777e-02   -6.36257e-02
   -2.93143e-03    4.61503e-02   -6.35191e-02
   -2.93112e-03    4.62224e-02   -6.34135e-02
   -2.93082e-03    4.62942e-02   -6.33086e-02
   -2.93052e-03    4.63658e-02   -6.32043e-02
   -2.93021e-03    4.64372e-02   -6.31004e-02
   -2.92990e-03    4.65087e-02   -6.29969e-02
   -2.92959e-03    4.65803e-02   -6.28935e-02
   -2.92929e-03    4.66522e-02   -6.27900e-02
   -2.92898e-03    4.67245e-02   -6.26863e-02
   -2.92868e-03    4.67974e-02   -6.25821e-02
   -2.92838e-03    4.68711e-02   -6.24773e-02
   -2.92808e-03    4.69457e-02   -6.23718e-02
   -2.92779e-03    4.70214e-02   -6.22651e-02
   -2.92750e-03    4.70984e-02   -6.21572e-02
   -2.92722e-03    4.71768e-02   -6.20478e-02
   -2.92694e-03    4.72570e-02   -6.19366e-02
   -2.92666e-03    4.73391e-02   -6.18233e-02
   -2.92639e-03    4.74234e-02   -6.17077e-02
   -2.92612e-03    4.75101e-02   -6.15895e-02
   -2.92586e-03    4.75996e-02   -6.14683e-02
   -2.92561e-03    4.76980e-02   -6.13361e-02
   -2.92536e-03    4.77967e-02   -6.12043e-02
   -2.92512e-03    4.78936e-02   -6.10754e-02
   -2.92488e-03    4.79889e-02   -6.09492e-02
   -2.92465e-03    4.80827e-02   -6.08254e-02
   -2.92443e-03    4.81753e-02   -6.07039e-02
   -2.92421e-03    4.82667e-02   -6.05844e-02
   -2.92400e-03    4.83572e-02   -6.04666e-02
   -2.92379e-03    4.84469e-02   -6.03504e-02
   -2.92359e-03    4.85361e-02   -6.02354e-02
   -2.92339e-03    4.86248e-02   -6.01214e-02
   -2.92320e-03    4.87134e-02   -6.00081e-02
   -2.92301e-03    4.88019e-02   -5.98954e-02
   -2.92283e-03    4.88907e-02   -5.97828e-02
   -2.92265e-03    4.89799e-02   -5.96703e-02
   -2.92247e-03    4.90698e-02   -5.95573e-02
   -2.92230e-03    4.91606e-02   -5.94438e-02
   -2.92212e-03    4.92526e-02   -5.93293e-02
   -2.92195e-03    4.93460e-02   -5.92136e-02
   -2.92179e-03    4.94412e-02   -5.90962e-02
   -2.92162e-03    4.95384e-02   -5.89769e-02
   -2.92145e-03    4.96380e-02   -5.88552e-02
   -2.92129e-03    4.97403e-02   -5.87308e-02
   -2.92112e-03    4.98457e-02   -5.86032e-02
   -2.92095e-03    4.99547e-02   -5.84720e-02
   -2.92078e-03    5.00734e-02   -5.83300e-02
   -2.92060e-03    5.01947e-02   -5.81855e-02
   -2.92043e-03    5.03135e-02   -5.80446e-02
   -2.92024e-03    5.04300e-02   -5.79068e-02
   -2.92006e-03    5.05446e-02   -5.77719e-02
   -2.91987e-03    5.06574e-02   -5.76395e-02
   -2.91967e-03    5.07687e-02   -5.75092e-02
   -2.91946e-03    5.08787e-02   -5.73807e-02
   -2.91925e-03    5.09879e-02   -5.72537e-02
   -2.91902e-03    5.10963e-02   -5.71278e-02
   -2.91879e-03    5.12044e-02   -5.70026e-02
   -2.91854e-03    5.13125e-02   -5.68779e-02
   -2.91829e-03    5.14208e-02   -5.67531e-02
   -2.91802e-03    5.15297e-02   -5.66280e-02
   -2.91774e-03    5.16395e-02   -5.65021e-02
   -2.91744e-03    5.17507e-02   -5.63750e-02
   -2.91713e-03    5.18635e-02   -5.62463e-02
   -2.91680e-03    5.19785e-02   -5.61156e-02
   -2.91646e-03    5.20960e-02   -5.59824e-02
   -2.91610e-03    5.22166e-02   -5.58462e-02
   -2.91571e-03    5.23407e-02   -5.57064e-02
   -2.91531e-03    5.24689e-02   -5.55626e-02
   -2.91488e-03    5.26019e-02   -5.54140e-02
   -2.91444e-03    5.27485e-02   -5.52515e-02
   -2.91396e-03    5.28948e-02   -5.50898e-02
   -2.91347e-03    5.30378e-02   -5.49318e-02
   -2.91294e-03    5.31780e-02   -5.47772e-02
   -2.91239e-03    5.33157e-02   -5.46254e-02
   -2.91181e-03    5.34512e-02   -5.44760e-02
   -2.91119e-03    5.35850e-02   -5.43285e-02
   -2.91055e-03    5.37174e-02   -5.41825e-02
   -2.90986e-03    5.38489e-02   -5.40375e-02
   -2.90915e-03    5.39800e-02   -5.38931e-02
   -2.90839e-03    5.41110e-02   -5.37487e-02
   -2.90760e-03    5.42424e-02   -5.36038e-02
   -2.90676e-03    5.43747e-02   -5.34579e-02
   -2.90588e-03    5.45085e-02   -5.33106e-02
   -2.90495e-03    5.46442e-02   -5.31612e-02
   -2.90397e-03    5.47824e-02   -5.30092e-02
   -2.90295e-03    5.49239e-02   -5.28540e-02
   -2.90186e-03    5.50692e-02   -5.26949e-02
   -2.90072e-03    5.52190e-02   -5.25313e-02
   -2.89953e-03    5.53743e-02   -5.23623e-02
   -2.89826e-03    5.55358e-02   -5.21873e-02
   -2.89694e-03    5.57146e-02   -5.19960e-02
   -2.89554e-03    5.58908e-02   -5.18071e-02
   -2.89407e-03    5.60629e-02   -5.16218e-02
   -2.89252e-03    5.62314e-02   -5.14396e-02
   -2.89089e-03    5.63968e-02   -5.12599e-02
   -2.88918e-03    5.65597e-02   -5.10820e-02
   -2.88738e-03    5.67206e-02   -5.09053e-02
   -2.88548e-03    5.68801e-02   -5.07291e-02
   -2.88348e-03    5.70389e-02   -5.05529e-02
   -2.88138e-03    5.71976e-02   -5.03759e-02
   -2.87917e-03    5.73568e-02   -5.01975e-02
   -2.87684e-03    5.75172e-02   -5.00171e-02
   -2.87439e-03    5.76795e-02   -4.98338e-02
   -2.87181e-03    5.78447e-02   -4.96469e-02
   -2.86910e-03    5.80134e-02   -4.94558e-02
   -2.86625e-03    5.81867e-02   -4.92595e-02
   -2.86325e-03    5.83654e-02   -4.90573e-02
   -2.86009e-03    5.85508e-02   -4.88481e-02
   -2.85678e-03    5.87440e-02   -4.86310e-02
   -2.85329e-03    5.89552e-02   -4.83976e-02
   -2.84963e-03    5.91694e-02   -4.81606e-02
   -2.84579e-03    5.93781e-02   -4.79266e-02
   -2.84176e-03    5.95820e-02   -4.76950e-02
   -2.83753e-03    5.97819e-02   -4.74648e-02
   -2.83311e-03    5.99785e-02   -4.72354e-02
   -2.82847e-03    6.01727e-02   -4.70059e-02
   -2.82362e-03    6.03653e-02   -4.67756e-02
   -2.81856e-03    6.05572e-02   -4.65438e-02
   -2.81328e-03    6.07492e-02   -4.63097e-02
   -2.80777e-03    6.09424e-02   -4.60726e-02
   -2.80205e-03    6.11377e-02   -4.58319e-02
   -2.79612e-03    6.13363e-02   -4.55868e-02
   -2.78998e-03    6.15392e-02   -4.53366e-02
   -2.78364e-03    6.17478e-02   -4.50809e-02
   -2.77712e-03    6.19634e-02   -4.48188e-02
   -2.77044e-03    6.21876e-02   -4.45497e-02
   -2.76362e-03    6.24220e-02   -4.42732e-02
   -2.75670e-03    6.26783e-02   -4.39817e-02
   -2.74971e-03    6.29346e-02   -4.36916e-02
   -2.74272e-03    6.31838e-02   -4.34085e-02
   -2.73577e-03    6.34270e-02   -4.31325e-02
   -2.72894e-03    6.36653e-02   -4.28639e-02
   -2.72233e-03    6.38997e-02   -4.26031e-02
   -2.71602e-03    6.41313e-02   -4.23510e-02
   -2.71015e-03    6.43614e-02   -4.21083e-02
   -2.70485e-03    6.45912e-02   -4.18764e-02
   -2.70028e-03    6.48220e-02   -4.16568e-02
   -2.69662e-03    6.50550e-02   -4.14513e-02
   -2.69407e-03    6.52919e-02   -4.12619e-02
   -2.69287e-03    6.55342e-02   -4.10910e-02
   -2.69326e-03    6.57836e-02   -4.09412e-02
   -2.69553e-03    6.60420e-02   -4.08154e-02
   -2.69998e-03    6.63116e-02   -4.07165e-02
   -2.70693e-03    6.65948e-02   -4.06478e-02
   -2.71674e-03    6.68995e-02   -4.06093e-02
   -2.72976e-03    6.71991e-02   -4.06219e-02
   -2.74637e-03    6.74899e-02   -4.06930e-02
   -2.76695e-03    6.77733e-02   -4.08265e-02
   -2.79188e-03    6.80506e-02   -4.10265e-02
   -2.82152e-03    6.83235e-02   -4.12965e-02
   -2.85623e-03    6.85935e-02   -4.16399e-02
   -2.89631e-03    6.88622e-02   -4.20595e-02
   -2.94203e-03    6.91315e-02   -4.25570e-02
   -2.99359e-03    6.94031e-02   -4.31334e-02
   -3.05113e-03    6.96791e-02   -4.37883e-02
   -3.11468e-03    6.99616e-02   -4.45198e-02
   -3.18418e-03    7.02530e-02   -4.53246e-02
   -3.25947e-03    7.05560e-02   -4.61970e-02
   -3.34025e-03    7.08735e-02   -4.71297e-02
   -3.42609e-03    7.12091e-02   -4.81130e-02
   -3.51642e-03    7.15631e-02   -4.91373e-02
   -3.61055e-03    7.19105e-02   -5.02089e-02
   -3.70764e-03    7.22477e-02   -5.13185e-02
   -3.80674e-03    7.25767e-02   -5.24512e-02
   -3.90676e-03    7.28997e-02   -5.35909e-02
   -4.00652e-03    7.32189e-02   -5.47198e-02
   -4.10477e-03    7.35366e-02   -5.58194e-02
   -4.20016e-03    7.38553e-02   -5.68701e-02
   -4.29134e-03    7.41778e-02   -5.78521e-02
   -4.37694e-03    7.45069e-02   -5.87454e-02
   -4.45561e-03    7.48458e-02   -5.95305e-02
   -4.52606e-03    7.51983e-02   -6.01884e-02
   -4.58712e-03    7.55684e-02   -6.07015e-02
   -4.63771e-03    7.59609e-02   -6.10539e-02
   -4.67694e-03    7.63813e-02   -6.12315e-02
   -4.70412e-03    7.68362e-02   -6.12226e-02
   -4.71875e-03    7.72754e-02   -6.10641e-02
   -4.72059e-03    7.76970e-02   -6.07564e-02
   -4.70965e-03    7.81119e-02   -6.02936e-02
   -4.68616e-03    7.85232e-02   -5.96787e-02
   -4.65061e-03    7.89345e-02   -5.89173e-02
   -4.60370e-03    7.93495e-02   -5.80180e-02
   -4.54633e-03    7.97723e-02   -5.69914e-02
