   -2.72475e-03    4.01058e-02   -6.79391e-02
   -2.72481e-03    4.00731e-02   -6.79960e-02
   -2.72160e-03    4.00184e-02   -6.80087e-02
   -2.76489e-03    3.99554e-02   -6.91994e-02
   -2.82589e-03    3.98961e-02   -7.08313e-02
   -2.88834e-03    3.98442e-02   -7.24908e-02
   -2.92998e-03    3.98018e-02   -7.36141e-02
   -2.95237e-03    3.97690e-02   -7.42379e-02
   -2.95740e-03    3.97451e-02   -7.44092e-02
   -2.95434e-03    3.97290e-02   -7.43623e-02
   -2.94693e-03    3.97196e-02   -7.41934e-02
   -2.93998e-03    3.97156e-02   -7.40257e-02
   -2.93386e-03    3.97162e-02   -7.38706e-02
   -2.92989e-03    3.97204e-02   -7.37628e-02
   -2.92711e-03    3.97277e-02   -7.36793e-02
   -2.92577e-03    3.97375e-02   -7.36274e-02
   -2.92493e-03    3.97495e-02   -7.35842e-02
   -2.92474e-03    3.97633e-02   -7.35538e-02
   -2.92458e-03    3.97787e-02   -7.35211e-02
   -2.92464e-03    3.97956e-02   -7.34917e-02
   -2.92457e-03    3.98137e-02   -7.34564e-02
   -2.92460e-03    3.98331e-02   -7.34212e-02
   -2.92448e-03    3.98536e-02   -7.33806e-02
   -2.92446e-03    3.98752e-02   -7.33405e-02
   -2.92438e-03    3.98977e-02   -7.32970e-02
   -2.92444e-03    3.99212e-02   -7.32553e-02
   -2.92452e-03    3.99457e-02   -7.32125e-02
   -2.92479e-03    3.99710e-02   -7.31726e-02
   -2.92513e-03    3.99972e-02   -7.31333e-02
   -2.92568e-03    4.00266e-02   -7.30935e-02
   -2.92634e-03    4.00564e-02   -7.30555e-02
   -2.92720e-03    4.00865e-02   -7.30220e-02
   -2.92816e-03    4.01168e-02   -7.29909e-02
   -2.92928e-03    4.01471e-02   -7.29636e-02
   -2.93048e-03    4.01777e-02   -7.29379e-02
   -2.93178e-03    4.02083e-02   -7.29150e-02
   -2.93312e-03    4.02389e-02   -7.28926e-02
   -2.93452e-03    4.02697e-02   -7.28716e-02
   -2.93589e-03    4.03004e-02   -7.28501e-02
   -2.93726e-03    4.03312e-02   -7.28285e-02
   -2.93856e-03    4.03620e-02   -7.28051e-02
   -2.93981e-03    4.03929e-02   -7.27803e-02
   -2.94092e-03    4.04237e-02   -7.27524e-02
   -2.94192e-03    4.04546e-02   -7.27214e-02
   -2.94272e-03    4.04855e-02   -7.26857e-02
   -2.94331e-03    4.05164e-02   -7.26449e-02
   -2.94362e-03    4.05473e-02   -7.25971e-02
   -2.94362e-03    4.05783e-02   -7.25417e-02
   -2.94321e-03    4.06093e-02   -7.24763e-02
   -2.94237e-03    4.06404e-02   -7.24001e-02
   -2.94100e-03    4.06716e-02   -7.23111e-02
   -2.93910e-03    4.07028e-02   -7.22088e-02
   -2.93662e-03    4.07342e-02   -7.20923e-02
   -2.93362e-03    4.07657e-02   -7.19630e-02
   -2.93016e-03    4.07973e-02   -7.18224e-02
   -2.92640e-03    4.08291e-02   -7.16745e-02
   -2.92256e-03    4.08610e-02   -7.15245e-02
   -2.91895e-03    4.08932e-02   -7.13798e-02
   -2.91590e-03    4.09256e-02   -7.12490e-02
   -2.91385e-03    4.09582e-02   -7.11421e-02
   -2.91321e-03    4.09910e-02   -7.10694e-02
   -2.91441e-03    4.10242e-02   -7.10414e-02
   -2.91783e-03    4.10576e-02   -7.10667e-02
   -2.92375e-03    4.10915e-02   -7.11522e-02
   -2.93229e-03    4.11257e-02   -7.13006e-02
   -2.94340e-03    4.11604e-02   -7.15105e-02
   -2.95678e-03    4.11957e-02   -7.17740e-02
   -2.97186e-03    4.12316e-02   -7.20774e-02
   -2.98780e-03    4.12682e-02   -7.23996e-02
   -3.00351e-03    4.13057e-02   -7.27143e-02
   -3.01771e-03    4.13441e-02   -7.29901e-02
   -3.02905e-03    4.13835e-02   -7.31946e-02
   -3.03626e-03    4.14241e-02   -7.32968e-02
   -3.03829e-03    4.14660e-02   -7.32719e-02
   -3.03449e-03    4.15092e-02   -7.31040e-02
   -3.02470e-03    4.15538e-02   -7.27898e-02
   -3.00927e-03    4.15999e-02   -7.23384e-02
   -2.98908e-03    4.16474e-02   -7.17712e-02
   -2.96541e-03    4.16991e-02   -7.11143e-02
   -2.93976e-03    4.17526e-02   -7.04089e-02
   -2.91371e-03    4.18055e-02   -6.96969e-02
   -2.88877e-03    4.18576e-02   -6.90142e-02
   -2.86619e-03    4.19089e-02   -6.83911e-02
   -2.84694e-03    4.19592e-02   -6.78503e-02
   -2.83164e-03    4.20086e-02   -6.74062e-02
   -2.82057e-03    4.20571e-02   -6.70653e-02
   -2.81373e-03    4.21046e-02   -6.68271e-02
   -2.81087e-03    4.21513e-02   -6.66853e-02
   -2.81158e-03    4.21970e-02   -6.66297e-02
   -2.81534e-03    4.22421e-02   -6.66478e-02
   -2.82160e-03    4.22864e-02   -6.67258e-02
   -2.82979e-03    4.23303e-02   -6.68502e-02
   -2.83936e-03    4.23737e-02   -6.70078e-02
   -2.84986e-03    4.24167e-02   -6.71872e-02
   -2.86086e-03    4.24597e-02   -6.73783e-02
   -2.87202e-03    4.25026e-02   -6.75728e-02
   -2.88306e-03    4.25458e-02   -6.77639e-02
   -2.89378e-03    4.25892e-02   -6.79463e-02
   -2.90400e-03    4.26331e-02   -6.81161e-02
   -2.91362e-03    4.26777e-02   -6.82704e-02
   -2.92256e-03    4.27231e-02   -6.84070e-02
   -2.93078e-03    4.27696e-02   -6.85248e-02
   -2.93824e-03    4.28172e-02   -6.86229e-02
   -2.94495e-03    4.28662e-02   -6.87009e-02
   -2.95090e-03    4.29168e-02   -6.87587e-02
   -2.95612e-03    4.29692e-02   -6.87963e-02
   -2.96062e-03    4.30234e-02   -6.88140e-02
   -2.96442e-03    4.30799e-02   -6.88122e-02
   -2.96756e-03    4.31387e-02   -6.87911e-02
   -2.97006e-03    4.32002e-02   -6.87512e-02
   -2.97197e-03    4.32644e-02   -6.86931e-02
   -2.97331e-03    4.33319e-02   -6.86171e-02
   -2.97412e-03    4.34027e-02   -6.85239e-02
   -2.97445e-03    4.34773e-02   -6.84138e-02
   -2.97433e-03    4.35625e-02   -6.82774e-02
   -2.97381e-03    4.36476e-02   -6.81324e-02
   -2.97294e-03    4.37325e-02   -6.79801e-02
   -2.97176e-03    4.38172e-02   -6.78217e-02
   -2.97031e-03    4.39018e-02   -6.76581e-02
   -2.96865e-03    4.39863e-02   -6.74903e-02
   -2.96682e-03    4.40708e-02   -6.73194e-02
   -2.96486e-03    4.41553e-02   -6.71461e-02
   -2.96282e-03    4.42402e-02   -6.69713e-02
   -2.96073e-03    4.43253e-02   -6.67955e-02
   -2.95864e-03    4.44111e-02   -6.66194e-02
   -2.95657e-03    4.44976e-02   -6.64433e-02
   -2.95455e-03    4.45852e-02   -6.62676e-02
   -2.95261e-03    4.46740e-02   -6.60923e-02
   -2.95076e-03    4.47644e-02   -6.59175e-02
   -2.94902e-03    4.48568e-02   -6.57430e-02
   -2.94739e-03    4.49514e-02   -6.55685e-02
   -2.94589e-03    4.50487e-02   -6.53935e-02
   -2.94452e-03    4.51492e-02   -6.52174e-02
   -2.94327e-03    4.52534e-02   -6.50396e-02
   -2.94213e-03    4.53619e-02   -6.48591e-02
   -2.94111e-03    4.54772e-02   -6.46721e-02
   -2.94018e-03    4.56021e-02   -6.44746e-02
   -2.93935e-03    4.57239e-02   -6.42847e-02
   -2.93859e-03    4.58428e-02   -6.41014e-02
   -2.93789e-03    4.59593e-02   -6.39239e-02
   -2.93725e-03    4.60737e-02   -6.37512e-02
   -2.93665e-03    4.61865e-02   -6.35824e-02
   -2.93608e-03    4.62981e-02   -6.34168e-02
   -2.93552e-03    4.64090e-02   -6.32533e-02
   -2.93498e-03    4.65196e-02   -6.30912e-02
   -2.93444e-03    4.66305e-02   -6.29297e-02
   -2.93391e-03    4.67422e-02   -6.27678e-02
   -2.93337e-03    4.68554e-02   -6.26048e-02
   -2.93284e-03    4.69706e-02   -6.24399e-02
   -2.93231e-03    4.70885e-02   -6.22723e-02
   -2.93178e-03    4.72099e-02   -6.21010e-02
   -2.93128e-03    4.73357e-02   -6.19252e-02
   -2.93079e-03    4.74668e-02   -6.17440e-02
   -2.93033e-03    4.76042e-02   -6.15561e-02
   -2.92991e-03    4.77577e-02   -6.13495e-02
   -2.92953e-03    4.79086e-02   -6.11484e-02
   -2.92921e-03    4.80560e-02   -6.09541e-02
   -2.92894e-03    4.82006e-02   -6.07658e-02
   -2.92874e-03    4.83428e-02   -6.05827e-02
   -2.92860e-03    4.84836e-02   -6.04039e-02
   -2.92852e-03    4.86236e-02   -6.02283e-02
   -2.92849e-03    4.87635e-02   -6.00550e-02
   -2.92852e-03    4.89043e-02   -5.98826e-02
   -2.92858e-03    4.90469e-02   -5.97098e-02
   -2.92867e-03    4.91923e-02   -5.95351e-02
   -2.92876e-03    4.93416e-02   -5.93569e-02
   -2.92884e-03    4.94961e-02   -5.91731e-02
   -2.92888e-03    4.96573e-02   -5.89819e-02
   -2.92886e-03    4.98268e-02   -5.87808e-02
   -2.92875e-03    5.00072e-02   -5.85666e-02
   -2.92852e-03    5.02087e-02   -5.83270e-02
   -2.92815e-03    5.04043e-02   -5.80933e-02
   -2.92761e-03    5.05949e-02   -5.78637e-02
   -2.92688e-03    5.07818e-02   -5.76364e-02
   -2.92594e-03    5.09661e-02   -5.74096e-02
   -2.92478e-03    5.11490e-02   -5.71816e-02
   -2.92339e-03    5.13319e-02   -5.69507e-02
   -2.92175e-03    5.15163e-02   -5.67151e-02
   -2.91988e-03    5.17038e-02   -5.64733e-02
   -2.91779e-03    5.18964e-02   -5.62234e-02
   -2.91548e-03    5.20960e-02   -5.59637e-02
   -2.91299e-03    5.23050e-02   -5.56923e-02
   -2.91033e-03    5.25262e-02   -5.54072e-02
   -2.90754e-03    5.27718e-02   -5.50964e-02
   -2.90465e-03    5.30211e-02   -5.47829e-02
   -2.90169e-03    5.32614e-02   -5.44801e-02
   -2.89870e-03    5.34946e-02   -5.41867e-02
   -2.89571e-03    5.37227e-02   -5.39010e-02
   -2.89276e-03    5.39477e-02   -5.36215e-02
   -2.88986e-03    5.41718e-02   -5.33463e-02
   -2.88705e-03    5.43972e-02   -5.30736e-02
   -2.88434e-03    5.46264e-02   -5.28012e-02
   -2.88174e-03    5.48622e-02   -5.25269e-02
   -2.87926e-03    5.51075e-02   -5.22480e-02
   -2.87689e-03    5.53658e-02   -5.19615e-02
   -2.87462e-03    5.56477e-02   -5.16575e-02
   -2.87244e-03    5.59429e-02   -5.13460e-02
   -2.87033e-03    5.62256e-02   -5.10503e-02
   -2.86826e-03    5.64984e-02   -5.07671e-02
   -2.86621e-03    5.67641e-02   -5.04934e-02
   -2.86413e-03    5.70252e-02   -5.02258e-02
   -2.86200e-03    5.72846e-02   -4.99610e-02
   -2.85976e-03    5.75452e-02   -4.96959e-02
   -2.85738e-03    5.78102e-02   -4.94269e-02
   -2.85481e-03    5.80829e-02   -4.91506e-02
   -2.85201e-03    5.83671e-02   -4.88633e-02
   -2.84893e-03    5.86671e-02   -4.85610e-02
   -2.84553e-03    5.89980e-02   -4.82309e-02
   -2.84176e-03    5.93328e-02   -4.78953e-02
   -2.83758e-03    5.96537e-02   -4.75675e-02
   -2.83294e-03    5.99639e-02   -4.72441e-02
   -2.82782e-03    6.02667e-02   -4.69218e-02
   -2.82217e-03    6.05654e-02   -4.65971e-02
   -2.81597e-03    6.08634e-02   -4.62671e-02
   -2.80920e-03    6.11644e-02   -4.59287e-02
   -2.80185e-03    6.14723e-02   -4.55791e-02
   -2.79393e-03    6.17916e-02   -4.52153e-02
   -2.78545e-03    6.21270e-02   -4.48347e-02
   -2.77646e-03    6.24842e-02   -4.44346e-02
   -2.76704e-03    6.28785e-02   -4.40062e-02
   -2.75731e-03    6.32564e-02   -4.35894e-02
   -2.74742e-03    6.36202e-02   -4.31847e-02
   -2.73759e-03    6.39737e-02   -4.27925e-02
   -2.72812e-03    6.43210e-02   -4.24142e-02
   -2.71939e-03    6.46662e-02   -4.20527e-02
   -2.71185e-03    6.50138e-02   -4.17120e-02
   -2.70612e-03    6.53687e-02   -4.13978e-02
   -2.70290e-03    6.57363e-02   -4.11174e-02
   -2.70306e-03    6.61227e-02   -4.08795e-02
   -2.70758e-03    6.65349e-02   -4.06941e-02
   -2.71760e-03    6.69863e-02   -4.05694e-02
   -2.73437e-03    6.74268e-02   -4.05531e-02
   -2.75924e-03    6.78495e-02   -4.06670e-02
   -2.79360e-03    6.82593e-02   -4.09263e-02
   -2.83882e-03    6.86613e-02   -4.13453e-02
   -2.89616e-03    6.90611e-02   -4.19363e-02
   -2.96668e-03    6.94646e-02   -4.27078e-02
   -3.05110e-03    6.98786e-02   -4.36629e-02
   -3.14971e-03    7.03106e-02   -4.47971e-02
   -3.26224e-03    7.07695e-02   -4.60967e-02
   -3.38773e-03    7.12657e-02   -4.75366e-02
   -3.52452e-03    7.17923e-02   -4.90933e-02
   -3.67017e-03    7.22984e-02   -5.07641e-02
   -3.82147e-03    7.27866e-02   -5.25023e-02
   -3.97452e-03    7.32642e-02   -5.42492e-02
   -4.12485e-03    7.37390e-02   -5.59385e-02
   -4.26756e-03    7.42198e-02   -5.74990e-02
   -4.39756e-03    7.47166e-02   -5.88566e-02
   -4.50980e-03    7.52408e-02   -5.99382e-02
   -4.59958e-03    7.58066e-02   -6.06751e-02
   -4.66285e-03    7.64313e-02   -6.10071e-02
   -4.69651e-03    7.71121e-02   -6.09050e-02
   -4.69868e-03    7.77516e-02   -6.04319e-02
   -4.66881e-03    7.83763e-02   -5.95692e-02
   -4.60782e-03    7.89978e-02   -5.83284e-02
   -4.51795e-03    7.96294e-02   -5.67372e-02
   -4.40267e-03    8.02865e-02   -5.48370e-02
   -4.26644e-03    8.09875e-02   -5.26802e-02
   -4.11439e-03    8.17555e-02   -5.03256e-02
   -3.95210e-03    8.26202e-02   -4.78346e-02
   -3.78523e-03    8.35717e-02   -4.52932e-02
   -3.61924e-03    8.44346e-02   -4.28645e-02
   -3.45906e-03    8.52852e-02   -4.05587e-02
   -3.30876e-03    8.61439e-02   -3.84096e-02
   -3.17138e-03    8.70347e-02   -3.64381e-02
   -3.04881e-03    8.79870e-02   -3.46507e-02
   -2.94177e-03    8.90385e-02   -3.30393e-02
   -2.85000e-03    9.02395e-02   -3.15826e-02
   -2.77241e-03    9.15018e-02   -3.02990e-02
   -2.70739e-03    9.26503e-02   -2.92216e-02
   -2.65304e-03    9.37926e-02   -2.82863e-02
   -2.60742e-03    9.49651e-02   -2.74566e-02
   -2.56867e-03    9.62128e-02   -2.66978e-02
   -2.53519e-03    9.75940e-02   -2.59769e-02
   -2.50562e-03    9.91881e-02   -2.52614e-02
   -2.47886e-03    1.00863e-01   -2.45766e-02
   -2.45404e-03    1.02395e-01   -2.39664e-02
   -2.43049e-03    1.03931e-01   -2.33857e-02
   -2.40775e-03    1.05534e-01   -2.28149e-02
   -2.38545e-03    1.07286e-01   -2.22345e-02
   -2.36335e-03    1.09298e-01   -2.16230e-02
   -2.34128e-03    1.11615e-01   -2.09765e-02
   -2.31910e-03    1.13713e-01   -2.03943e-02
   -2.29671e-03    1.15810e-01   -1.98317e-02
   -2.27404e-03    1.18008e-01   -1.92702e-02
   -2.25102e-03    1.20445e-01   -1.86892e-02
   -2.22762e-03    1.23319e-01   -1.80638e-02
   -2.20378e-03    1.26497e-01   -1.74215e-02
   -2.17946e-03    1.29434e-01   -1.68384e-02
   -2.15463e-03    1.32448e-01   -1.62678e-02
   -2.12926e-03    1.35748e-01   -1.56854e-02
   -2.10330e-03    1.39640e-01   -1.50623e-02
   -2.07673e-03    1.44254e-01   -1.43963e-02
   -2.04952e-03    1.48549e-01   -1.37969e-02
   -2.02164e-03    1.52998e-01   -1.32135e-02
   -1.99305e-03    1.57996e-01   -1.26146e-02
   -1.96374e-03    1.64182e-01   -1.19608e-02
   -1.93366e-03    1.71092e-01   -1.13019e-02
   -1.90279e-03    1.77803e-01   -1.07017e-02
   -1.87109e-03    1.85230e-01   -1.01015e-02
   -1.83853e-03    1.94492e-01   -9.45295e-03
   -1.80505e-03    2.05817e-01   -8.77016e-03
   -1.77059e-03    2.17077e-01   -8.15650e-03
   -1.73509e-03    2.30158e-01   -7.53869e-03
   -1.69847e-03    2.48195e-01   -6.84328e-03
   -1.66063e-03    2.68833e-01   -6.17717e-03
   -1.62143e-03    2.92462e-01   -5.54407e-03
   -1.58074e-03    3.26972e-01   -4.83450e-03
   -1.53838e-03    3.73986e-01   -4.11346e-03
   -1.49412e-03    4.38592e-01   -3.40662e-03
   -1.44769e-03    5.70195e-01   -2.53894e-03
   -1.39879e-03    8.97505e-01   -1.55853e-03
   -1.34701e-03    8.97505e-01   -1.50084e-03
   -1.29188e-03    8.97505e-01   -1.43941e-03
   -1.23280e-03    8.97505e-01   -1.37359e-03
   -1.16906e-03    8.97505e-01   -1.30256e-03
   -1.09971e-03    8.97505e-01   -1.22530e-03
   -1.02356e-03    8.97505e-01   -1.14045e-03
           -nan    8.97505e-01           -nan
           -nan    8.97505e-01           -nan
           -nan    8.97505e-01           -nan
           -nan    8.97505e-01           -nan
           -nan    8.97505e-01           -nan
           -nan    8.97505e-01           -nan
           -nan    8.97505e-01           -nan
           -nan    8.97505e-01           -nan
           -nan    8.97505e-01           -nan
           -nan    8.97505e-01           -nan
           -nan    8.97505e-01           -nan
           -nan    8.97505e-01           -nan
           -nan    8.97505e-01           -nan
           -nan    8.97505e-01           -nan
           -nan    8.97505e-01           -nan
           -nan    8.97505e-01           -nan
           -nan    8.97505e-01           -nan
           -nan    8.97505e-01           -nan
           -nan    8.97505e-01           -nan
           -nan    8.97505e-01           -nan
           -nan    8.97505e-01           -nan
           -nan    8.97505e-01           -nan
           -nan    8.97505e-01           -nan
           -nan    8.97505e-01           -nan
           -nan    8.97505e-01           -nan
           -nan    8.97505e-01           -nan
           -nan    8.97505e-01           -nan
           -nan    8.97505e-01           -nan
           -nan    8.97505e-01           -nan
           -nan    8.97505e-01           -nan
           -nan    8.97505e-01           -nan
           -nan    8.97505e-01           -nan
           -nan    8.97505e-01           -nan
           -nan    8.97505e-01           -nan
           -nan    8.97505e-01           -nan
           -nan    8.97505e-01           -nan
