0.002752215	0.051963904
0.002280867	0.056563982
0.006105706	0.061295194
0.008856024	0.06596029
0.014829905	0.070823731
0.022412247	0.075553022
0.032678521	0.080280942
0.046700401	0.084873613
0.068239185	0.089595771
0.080612772	0.091522712
0.101036254	0.093312211
0.131646346	0.094229867
0.165450601	0.09327929
0.19280204	0.09153204
0.210487534	0.089523072
0.249068806	0.084770188
0.279601131	0.08022141
0.307443834	0.075274022
0.333679023	0.070527448
0.359377426	0.065781148
0.382929633	0.061102609
0.406479943	0.056290743
0.431104774	0.051544992
