    2.10000e-03    3.80000e-01
    2.10000e-03    3.80000e-01
    2.10000e-03    3.80000e-01
    2.10000e-03    3.80000e-01
    2.10000e-03    3.80000e-01
    2.10000e-03    3.80000e-01
    2.10000e-03    3.80000e-01
    2.10000e-03    3.80000e-01
    2.10000e-03    3.80000e-01
    2.10000e-03    3.80000e-01
    2.09999e-03    3.80000e-01
    2.09999e-03    3.80000e-01
    2.09999e-03    3.80000e-01
    2.09998e-03    3.80000e-01
    2.09998e-03    3.80000e-01
    2.09997e-03    3.80000e-01
    2.09996e-03    3.80000e-01
    2.09996e-03    3.80000e-01
    2.09995e-03    3.80000e-01
    2.09993e-03    3.80000e-01
    2.09992e-03    3.80000e-01
    2.09989e-03    3.80000e-01
    2.09985e-03    3.80000e-01
    2.09979e-03    3.80000e-01
    2.09970e-03    3.80000e-01
    2.09957e-03    3.80000e-01
    2.09938e-03    3.80000e-01
    2.09911e-03    3.80000e-01
    2.09874e-03    3.80000e-01
    2.09826e-03    3.80000e-01
    2.09765e-03    3.80000e-01
    2.09691e-03    3.80000e-01
    2.09603e-03    3.80000e-01
    2.09505e-03    3.80000e-01
    2.09402e-03    3.80000e-01
    2.09303e-03    3.80000e-01
    2.09219e-03    3.80000e-01
    2.09168e-03    3.80000e-01
    2.09172e-03    3.80000e-01
    2.09258e-03    3.80000e-01
    2.09455e-03    3.80000e-01
    2.09797e-03    3.79999e-01
    2.10320e-03    3.79999e-01
    2.11056e-03    3.79998e-01
    2.12036e-03    3.79996e-01
    2.13283e-03    3.79992e-01
    2.14815e-03    3.79987e-01
    2.16636e-03    3.79978e-01
    2.18743e-03    3.79965e-01
    2.21120e-03    3.79944e-01
    2.23740e-03    3.79914e-01
    2.26567e-03    3.79871e-01
    2.29557e-03    3.79811e-01
    2.32658e-03    3.79731e-01
    2.35819e-03    3.79629e-01
    2.38984e-03    3.79502e-01
    2.42100e-03    3.79351e-01
    2.45117e-03    3.79182e-01
    2.47988e-03    3.79006e-01
    2.50675e-03    3.78840e-01
    2.53145e-03    3.78714e-01
    2.55373e-03    3.78666e-01
    2.57340e-03    3.78746e-01
    2.59037e-03    3.79010e-01
    2.60458e-03    3.79512e-01
    2.61604e-03    3.80297e-01
    2.62482e-03    3.81389e-01
    2.63102e-03    3.82781e-01
    2.63476e-03    3.84436e-01
    2.63619e-03    3.86284e-01
    2.63549e-03    3.88231e-01
    2.63284e-03    3.90168e-01
    2.62842e-03    3.91986e-01
    2.62240e-03    3.93585e-01
    2.61497e-03    3.94891e-01
    2.60631e-03    3.95856e-01
    2.59657e-03    3.96467e-01
    2.58592e-03    3.96737e-01
    2.57449e-03    3.96703e-01
    2.56242e-03    3.96416e-01
    2.54983e-03    3.95931e-01
    2.53684e-03    3.95300e-01
    2.52354e-03    3.94572e-01
    2.51003e-03    3.93784e-01
    2.49639e-03    3.92969e-01
    2.48269e-03    3.92151e-01
    2.46900e-03    3.91349e-01
    2.45538e-03    3.90575e-01
    2.44186e-03    3.89840e-01
    2.42851e-03    3.89150e-01
    2.41535e-03    3.88510e-01
    2.40241e-03    3.87921e-01
    2.38973e-03    3.87386e-01
    2.37733e-03    3.86903e-01
    2.36523e-03    3.86472e-01
    2.35343e-03    3.86090e-01
    2.34196e-03    3.85755e-01
    2.33082e-03    3.85463e-01
    2.32003e-03    3.85212e-01
    2.30958e-03    3.84997e-01
    2.29947e-03    3.84816e-01
    2.28972e-03    3.84663e-01
    2.28032e-03    3.84536e-01
    2.27126e-03    3.84431e-01
    2.26255e-03    3.84344e-01
    2.25417e-03    3.84274e-01
    2.24613e-03    3.84217e-01
    2.23843e-03    3.84171e-01
    2.23104e-03    3.84134e-01
    2.22397e-03    3.84104e-01
    2.21721e-03    3.84079e-01
    2.21075e-03    3.84059e-01
    2.20459e-03    3.84042e-01
    2.19871e-03    3.84028e-01
    2.19310e-03    3.84015e-01
    2.18777e-03    3.84004e-01
    2.18269e-03    3.83995e-01
    2.17786e-03    3.83986e-01
    2.17328e-03    3.83977e-01
    2.16893e-03    3.83969e-01
    2.16480e-03    3.83962e-01
    2.16089e-03    3.83955e-01
    2.15719e-03    3.83948e-01
    2.15369e-03    3.83942e-01
    2.15037e-03    3.83936e-01
    2.14724e-03    3.83930e-01
    2.14429e-03    3.83924e-01
    2.14150e-03    3.83919e-01
    2.13887e-03    3.83914e-01
    2.13640e-03    3.83909e-01
    2.13407e-03    3.83904e-01
    2.13188e-03    3.83900e-01
    2.12982e-03    3.83896e-01
    2.12789e-03    3.83892e-01
    2.12608e-03    3.83888e-01
    2.12438e-03    3.83885e-01
    2.12278e-03    3.83882e-01
    2.12129e-03    3.83879e-01
    2.11990e-03    3.83876e-01
    2.11860e-03    3.83873e-01
    2.11738e-03    3.83870e-01
    2.11625e-03    3.83868e-01
    2.11519e-03    3.83865e-01
    2.11421e-03    3.83863e-01
    2.11330e-03    3.83861e-01
    2.11245e-03    3.83859e-01
    2.11166e-03    3.83857e-01
    2.11093e-03    3.83855e-01
    2.11026e-03    3.83853e-01
    2.10963e-03    3.83852e-01
    2.10906e-03    3.83850e-01
    2.10852e-03    3.83848e-01
    2.10804e-03    3.83847e-01
    2.10759e-03    3.83846e-01
    2.10718e-03    3.83844e-01
    2.10680e-03    3.83843e-01
    2.10645e-03    3.83842e-01
    2.10614e-03    3.83841e-01
    2.10585e-03    3.83839e-01
    2.10560e-03    3.83838e-01
    2.10536e-03    3.83837e-01
    2.10515e-03    3.83836e-01
    2.10496e-03    3.83835e-01
    2.10480e-03    3.83834e-01
    2.10465e-03    3.83834e-01
    2.10452e-03    3.83833e-01
    2.10441e-03    3.83832e-01
    2.10432e-03    3.83832e-01
    2.10424e-03    3.83831e-01
    2.10418e-03    3.83831e-01
    2.10414e-03    3.83831e-01
    2.10412e-03    3.83831e-01
    2.10411e-03    3.83831e-01
    2.10412e-03    3.83832e-01
    2.10414e-03    3.83834e-01
    2.10417e-03    3.83835e-01
    2.10421e-03    3.83838e-01
    2.10426e-03    3.83841e-01
    2.10430e-03    3.83844e-01
    2.10434e-03    3.83849e-01
    2.10437e-03    3.83853e-01
    2.10437e-03    3.83858e-01
    2.10434e-03    3.83863e-01
    2.10427e-03    3.83867e-01
    2.10415e-03    3.83870e-01
    2.10397e-03    3.83871e-01
    2.10372e-03    3.83869e-01
    2.10339e-03    3.83862e-01
    2.10298e-03    3.83848e-01
