TITLE="LBM output"
VARIABLES = "X", "Y", "Ux","Uy","density","pressure","f0","f1","f2","f3","f4","f5","f6","f7","f8","feq0","feq1","feq2","feq3","feq4","feq5","feq6","feq7","feq8",
ZONE T = "fluid", I=101, J=101, F=POINT
    0.00000e+00    0.00000e+00   -3.66872e-17   -7.33744e-17    3.30989e-01    2.65699e-04    1.47106e-01    3.67790e-02    3.67790e-02    3.67790e-02    3.67790e-02    9.19537e-03    9.19537e-03    9.19537e-03    9.19537e-03    1.47106e-01    3.67766e-02    3.67766e-02    3.67766e-02    3.67766e-02    9.19414e-03    9.19414e-03    9.19414e-03    9.19414e-03
    1.00000e+00    0.00000e+00   -2.21807e-05   -1.20544e-16    3.30989e-01    2.65728e-04    1.47106e-01    3.67766e-02    3.67790e-02    3.67815e-02    3.67790e-02    9.19475e-03    9.19599e-03    9.19599e-03    9.19475e-03    1.47106e-01    3.67766e-02    3.67766e-02    3.67766e-02    3.67766e-02    9.19414e-03    9.19414e-03    9.19414e-03    9.19414e-03
    2.00000e+00    0.00000e+00   -4.42821e-05   -9.43384e-17    3.30989e-01    2.65808e-04    1.47106e-01    3.67741e-02    3.67791e-02    3.67840e-02    3.67791e-02    9.19415e-03    9.19661e-03    9.19661e-03    9.19415e-03    1.47106e-01    3.67766e-02    3.67766e-02    3.67766e-02    3.67766e-02    9.19414e-03    9.19414e-03    9.19414e-03    9.19414e-03
    3.00000e+00    0.00000e+00   -6.62171e-05   -8.38563e-17    3.30990e-01    2.65941e-04    1.47107e-01    3.67717e-02    3.67791e-02    3.67864e-02    3.67791e-02    9.19355e-03    9.19722e-03    9.19722e-03    9.19355e-03    1.47106e-01    3.67766e-02    3.67766e-02    3.67766e-02    3.67766e-02    9.19414e-03    9.19414e-03    9.19414e-03    9.19414e-03
    4.00000e+00    0.00000e+00   -8.79033e-05   -6.81331e-17    3.30991e-01    2.66126e-04    1.47107e-01    3.67694e-02    3.67792e-02    3.67889e-02    3.67792e-02    9.19296e-03    9.19784e-03    9.19784e-03    9.19296e-03    1.47106e-01    3.67766e-02    3.67766e-02    3.67766e-02    3.67766e-02    9.19414e-03    9.19414e-03    9.19414e-03    9.19414e-03
    5.00000e+00    0.00000e+00   -1.09259e-04   -8.38559e-17    3.30992e-01    2.66363e-04    1.47107e-01    3.67671e-02    3.67793e-02    3.67913e-02    3.67793e-02    9.19238e-03    9.19845e-03    9.19845e-03    9.19238e-03    1.47106e-01    3.67766e-02    3.67766e-02    3.67766e-02    3.67766e-02    9.19414e-03    9.19414e-03    9.19414e-03    9.19414e-03
    6.00000e+00    0.00000e+00   -1.30204e-04   -5.24097e-17    3.30993e-01    2.66651e-04    1.47108e-01    3.67648e-02    3.67795e-02    3.67937e-02    3.67795e-02    9.19182e-03    9.19905e-03    9.19905e-03    9.19182e-03    1.47106e-01    3.67766e-02    3.67766e-02    3.67766e-02    3.67766e-02    9.19414e-03    9.19414e-03    9.19414e-03    9.19414e-03
    7.00000e+00    0.00000e+00   -1.50660e-04   -2.62048e-17    3.30994e-01    2.66987e-04    1.47108e-01    3.67626e-02    3.67796e-02    3.67960e-02    3.67796e-02    9.19128e-03    9.19965e-03    9.19965e-03    9.19128e-03    1.47106e-01    3.67766e-02    3.67766e-02    3.67766e-02    3.67766e-02    9.19414e-03    9.19414e-03    9.19414e-03    9.19414e-03
    8.00000e+00    0.00000e+00   -1.70551e-04   -1.57228e-17    3.30995e-01    2.67372e-04    1.47109e-01    3.67605e-02    3.67798e-02    3.67983e-02    3.67798e-02    9.19075e-03    9.20023e-03    9.20023e-03    9.19075e-03    1.47106e-01    3.67766e-02    3.67766e-02    3.67766e-02    3.67766e-02    9.19414e-03    9.19414e-03    9.19414e-03    9.19414e-03
    9.00000e+00    0.00000e+00   -1.89801e-04   -5.24091e-17    3.30997e-01    2.67803e-04    1.47110e-01    3.67585e-02    3.67800e-02    3.68006e-02    3.67800e-02    9.19025e-03    9.20079e-03    9.20079e-03    9.19025e-03    1.47106e-01    3.67766e-02    3.67766e-02    3.67766e-02    3.67766e-02    9.19414e-03    9.19414e-03    9.19414e-03    9.19414e-03
    1.00000e+01    0.00000e+00   -2.08340e-04   -1.25781e-16    3.30999e-01    2.68278e-04    1.47111e-01    3.67565e-02    3.67802e-02    3.68028e-02    3.67802e-02    9.18977e-03    9.20134e-03    9.20134e-03    9.18977e-03    1.47106e-01    3.67766e-02    3.67766e-02    3.67766e-02    3.67766e-02    9.19414e-03    9.19414e-03    9.19414e-03    9.19414e-03
    1.10000e+01    0.00000e+00   -2.26098e-04   -1.10058e-16    3.31001e-01    2.68796e-04    1.47111e-01    3.67547e-02    3.67804e-02    3.68049e-02    3.67804e-02    9.18931e-03    9.20187e-03    9.20187e-03    9.18931e-03    1.47106e-01    3.67766e-02    3.67766e-02    3.67766e-02    3.67766e-02    9.19414e-03    9.19414e-03    9.19414e-03    9.19414e-03
    1.20000e+01    0.00000e+00   -2.43010e-04   -7.86122e-17    3.31003e-01    2.69354e-04    1.47112e-01    3.67530e-02    3.67807e-02    3.68069e-02    3.67807e-02    9.18888e-03    9.20238e-03    9.20238e-03    9.18888e-03    1.47106e-01    3.67766e-02    3.67766e-02    3.67766e-02    3.67766e-02    9.19414e-03    9.19414e-03    9.19414e-03    9.19414e-03
    1.30000e+01    0.00000e+00   -2.59013e-04   -6.81301e-17    3.31005e-01    2.69949e-04    1.47113e-01    3.67513e-02    3.67810e-02    3.68088e-02    3.67810e-02    9.18848e-03    9.20287e-03    9.20287e-03    9.18848e-03    1.47106e-01    3.67766e-02    3.67766e-02    3.67766e-02    3.67766e-02    9.19414e-03    9.19414e-03    9.19414e-03    9.19414e-03
    1.40000e+01    0.00000e+00   -2.74048e-04   -3.14444e-17    3.31007e-01    2.70580e-04    1.47114e-01    3.67498e-02    3.67813e-02    3.68106e-02    3.67813e-02    9.18811e-03    9.20333e-03    9.20333e-03    9.18811e-03    1.47106e-01    3.67766e-02    3.67766e-02    3.67766e-02    3.67766e-02    9.19414e-03    9.19414e-03    9.19414e-03    9.19414e-03
    1.50000e+01    0.00000e+00   -2.88061e-04   -1.04814e-17    3.31010e-01    2.71244e-04    1.47115e-01    3.67484e-02    3.67816e-02    3.68123e-02    3.67816e-02    9.18777e-03    9.20377e-03    9.20377e-03    9.18777e-03    1.47106e-01    3.67766e-02    3.67766e-02    3.67766e-02    3.67766e-02    9.19414e-03    9.19414e-03    9.19414e-03    9.19414e-03
    1.60000e+01    0.00000e+00   -3.01001e-04   -2.09626e-17    3.31012e-01    2.71938e-04    1.47117e-01    3.67472e-02    3.67819e-02    3.68139e-02    3.67819e-02    9.18746e-03    9.20418e-03    9.20418e-03    9.18746e-03    1.47106e-01    3.67766e-02    3.67766e-02    3.67766e-02    3.67766e-02    9.19414e-03    9.19414e-03    9.19414e-03    9.19414e-03
    1.70000e+01    0.00000e+00   -3.12820e-04   -3.14437e-17    3.31015e-01    2.72658e-04    1.47118e-01    3.67460e-02    3.67822e-02    3.68154e-02    3.67822e-02    9.18718e-03    9.20456e-03    9.20456e-03    9.18718e-03    1.47106e-01    3.67766e-02    3.67766e-02    3.67766e-02    3.67766e-02    9.19414e-03    9.19414e-03    9.19414e-03    9.19414e-03
    1.80000e+01    0.00000e+00   -3.23478e-04   -2.62029e-17    3.31018e-01    2.73402e-04    1.47119e-01    3.67450e-02    3.67826e-02    3.68168e-02    3.67826e-02    9.18694e-03    9.20491e-03    9.20491e-03    9.18694e-03    1.47106e-01    3.67766e-02    3.67766e-02    3.67766e-02    3.67766e-02    9.19414e-03    9.19414e-03    9.19414e-03    9.19414e-03
    1.90000e+01    0.00000e+00   -3.32935e-04   -2.09621e-17    3.31021e-01    2.74167e-04    1.47120e-01    3.67442e-02    3.67829e-02    3.68180e-02    3.67829e-02    9.18673e-03    9.20523e-03    9.20523e-03    9.18673e-03    1.47106e-01    3.67766e-02    3.67766e-02    3.67766e-02    3.67766e-02    9.19414e-03    9.19414e-03    9.19414e-03    9.19414e-03
    2.00000e+01    0.00000e+00   -3.41158e-04   -5.24048e-17    3.31024e-01    2.74949e-04    1.47122e-01    3.67434e-02    3.67833e-02    3.68191e-02    3.67833e-02    9.18656e-03    9.20551e-03    9.20551e-03    9.18656e-03    1.47106e-01    3.67766e-02    3.67766e-02    3.67766e-02    3.67766e-02    9.19414e-03    9.19414e-03    9.19414e-03    9.19414e-03
    2.10000e+01    0.00000e+00   -3.48118e-04   -3.14426e-17    3.31027e-01    2.75746e-04    1.47123e-01    3.67428e-02    3.67837e-02    3.68201e-02    3.67837e-02    9.18642e-03    9.20576e-03    9.20576e-03    9.18642e-03    1.47106e-01    3.67766e-02    3.67766e-02    3.67766e-02    3.67766e-02    9.19414e-03    9.19414e-03    9.19414e-03    9.19414e-03
    2.20000e+01    0.00000e+00   -3.53789e-04   -1.57212e-17    3.31030e-01    2.76553e-04    1.47124e-01    3.67424e-02    3.67840e-02    3.68209e-02    3.67840e-02    9.18632e-03    9.20598e-03    9.20598e-03    9.18632e-03    1.47106e-01    3.67766e-02    3.67766e-02    3.67766e-02    3.67766e-02    9.19414e-03    9.19414e-03    9.19414e-03    9.19414e-03
    2.30000e+01    0.00000e+00   -3.58150e-04   -5.24034e-18    3.31033e-01    2.77368e-04    1.47126e-01    3.67421e-02    3.67844e-02    3.68216e-02    3.67844e-02    9.18626e-03    9.20616e-03    9.20616e-03    9.18626e-03    1.47106e-01    3.67766e-02    3.67766e-02    3.67766e-02    3.67766e-02    9.19414e-03    9.19414e-03    9.19414e-03    9.19414e-03
